date,data,cols
2025-11-01 00:00:00+07:00,2.250633,cpu_usage
2025-11-01 00:10:00+07:00,2.155657,cpu_usage
2025-11-01 00:20:00+07:00,2.205307,cpu_usage
2025-11-01 00:30:00+07:00,2.266484,cpu_usage
2025-11-01 00:40:00+07:00,2.067046,cpu_usage
2025-11-01 00:50:00+07:00,2.046011,cpu_usage
2025-11-01 01:00:00+07:00,2.209033,cpu_usage
2025-11-01 01:10:00+07:00,2.112299,cpu_usage
2025-11-01 01:20:00+07:00,1.975841,cpu_usage
2025-11-01 01:30:00+07:00,2.067089,cpu_usage
2025-11-01 01:40:00+07:00,1.959366,cpu_usage
2025-11-01 01:50:00+07:00,1.954855,cpu_usage
2025-11-01 02:00:00+07:00,2.024196,cpu_usage
2025-11-01 02:10:00+07:00,1.8101,cpu_usage
2025-11-01 02:20:00+07:00,1.833216,cpu_usage
2025-11-01 02:30:00+07:00,1.956604,cpu_usage
2025-11-01 02:40:00+07:00,1.921505,cpu_usage
2025-11-01 02:50:00+07:00,2.066981,cpu_usage
2025-11-01 03:00:00+07:00,1.960309,cpu_usage
2025-11-01 03:10:00+07:00,1.928194,cpu_usage
2025-11-01 03:20:00+07:00,2.237026,cpu_usage
2025-11-01 03:30:00+07:00,2.091603,cpu_usage
2025-11-01 03:40:00+07:00,2.147291,cpu_usage
2025-11-01 03:50:00+07:00,2.027009,cpu_usage
2025-11-01 04:00:00+07:00,2.146524,cpu_usage
2025-11-01 04:10:00+07:00,2.246005,cpu_usage
2025-11-01 04:20:00+07:00,2.156173,cpu_usage
2025-11-01 04:30:00+07:00,2.34754,cpu_usage
2025-11-01 04:40:00+07:00,2.290869,cpu_usage
2025-11-01 04:50:00+07:00,2.364915,cpu_usage
2025-11-01 05:00:00+07:00,2.379169,cpu_usage
2025-11-01 05:10:00+07:00,2.671843,cpu_usage
2025-11-01 05:20:00+07:00,2.534469,cpu_usage
2025-11-01 05:30:00+07:00,2.481087,cpu_usage
2025-11-01 05:40:00+07:00,2.72189,cpu_usage
2025-11-01 05:50:00+07:00,2.571966,cpu_usage
2025-11-01 06:00:00+07:00,2.770886,cpu_usage
2025-11-01 06:10:00+07:00,2.61141,cpu_usage
2025-11-01 06:20:00+07:00,2.733254,cpu_usage
2025-11-01 06:30:00+07:00,2.945661,cpu_usage
2025-11-01 06:40:00+07:00,3.060816,cpu_usage
2025-11-01 06:50:00+07:00,3.066078,cpu_usage
2025-11-01 07:00:00+07:00,3.100207,cpu_usage
2025-11-01 07:10:00+07:00,3.14523,cpu_usage
2025-11-01 07:20:00+07:00,3.091676,cpu_usage
2025-11-01 07:30:00+07:00,3.232226,cpu_usage
2025-11-01 07:40:00+07:00,3.323203,cpu_usage
2025-11-01 07:50:00+07:00,3.540283,cpu_usage
2025-11-01 08:00:00+07:00,3.534362,cpu_usage
2025-11-01 08:10:00+07:00,3.389125,cpu_usage
2025-11-01 08:20:00+07:00,3.663142,cpu_usage
2025-11-01 08:30:00+07:00,3.657281,cpu_usage
2025-11-01 08:40:00+07:00,3.69278,cpu_usage
2025-11-01 08:50:00+07:00,3.885827,cpu_usage
2025-11-01 09:00:00+07:00,3.991329,cpu_usage
2025-11-01 09:10:00+07:00,4.044187,cpu_usage
2025-11-01 09:20:00+07:00,3.929108,cpu_usage
2025-11-01 09:30:00+07:00,4.043104,cpu_usage
2025-11-01 09:40:00+07:00,4.167054,cpu_usage
2025-11-01 09:50:00+07:00,4.290177,cpu_usage
2025-11-01 10:00:00+07:00,4.202083,cpu_usage
2025-11-01 10:10:00+07:00,4.287384,cpu_usage
2025-11-01 10:20:00+07:00,4.249731,cpu_usage
2025-11-01 10:30:00+07:00,4.293521,cpu_usage
2025-11-01 10:40:00+07:00,4.545434,cpu_usage
2025-11-01 10:50:00+07:00,4.649009,cpu_usage
2025-11-01 11:00:00+07:00,4.553459,cpu_usage
2025-11-01 11:10:00+07:00,4.706269,cpu_usage
2025-11-01 11:20:00+07:00,4.68523,cpu_usage
2025-11-01 11:30:00+07:00,4.625518,cpu_usage
2025-11-01 11:40:00+07:00,4.764868,cpu_usage
2025-11-01 11:50:00+07:00,4.918891,cpu_usage
2025-11-01 12:00:00+07:00,4.795456,cpu_usage
2025-11-01 12:10:00+07:00,4.986981,cpu_usage
2025-11-01 12:20:00+07:00,4.597487,cpu_usage
2025-11-01 12:30:00+07:00,4.96801,cpu_usage
2025-11-01 12:40:00+07:00,4.918244,cpu_usage
2025-11-01 12:50:00+07:00,4.900675,cpu_usage
2025-11-01 13:00:00+07:00,4.958065,cpu_usage
2025-11-01 13:10:00+07:00,4.765687,cpu_usage
2025-11-01 13:20:00+07:00,4.955244,cpu_usage
2025-11-01 13:30:00+07:00,5.022879,cpu_usage
2025-11-01 13:40:00+07:00,5.142081,cpu_usage
2025-11-01 13:50:00+07:00,4.946745,cpu_usage
2025-11-01 14:00:00+07:00,4.919151,cpu_usage
2025-11-01 14:10:00+07:00,4.948397,cpu_usage
2025-11-01 14:20:00+07:00,5.085832,cpu_usage
2025-11-01 14:30:00+07:00,5.020042,cpu_usage
2025-11-01 14:40:00+07:00,4.924236,cpu_usage
2025-11-01 14:50:00+07:00,5.015771,cpu_usage
2025-11-01 15:00:00+07:00,4.958596,cpu_usage
2025-11-01 15:10:00+07:00,5.02744,cpu_usage
2025-11-01 15:20:00+07:00,4.839334,cpu_usage
2025-11-01 15:30:00+07:00,4.853053,cpu_usage
2025-11-01 15:40:00+07:00,4.820251,cpu_usage
2025-11-01 15:50:00+07:00,4.684165,cpu_usage
2025-11-01 16:00:00+07:00,4.82865,cpu_usage
2025-11-01 16:10:00+07:00,4.791193,cpu_usage
2025-11-01 16:20:00+07:00,4.729239,cpu_usage
2025-11-01 16:30:00+07:00,4.666571,cpu_usage
2025-11-01 16:40:00+07:00,4.50753,cpu_usage
2025-11-01 16:50:00+07:00,4.563851,cpu_usage
2025-11-01 17:00:00+07:00,4.526389,cpu_usage
2025-11-01 17:10:00+07:00,4.433158,cpu_usage
2025-11-01 17:20:00+07:00,4.448053,cpu_usage
2025-11-01 17:30:00+07:00,4.453547,cpu_usage
2025-11-01 17:40:00+07:00,4.548983,cpu_usage
2025-11-01 17:50:00+07:00,4.323407,cpu_usage
2025-11-01 18:00:00+07:00,4.275755,cpu_usage
2025-11-01 18:10:00+07:00,4.185178,cpu_usage
2025-11-01 18:20:00+07:00,3.94205,cpu_usage
2025-11-01 18:30:00+07:00,4.071374,cpu_usage
2025-11-01 18:40:00+07:00,4.019053,cpu_usage
2025-11-01 18:50:00+07:00,4.197383,cpu_usage
2025-11-01 19:00:00+07:00,3.868992,cpu_usage
2025-11-01 19:10:00+07:00,3.854814,cpu_usage
2025-11-01 19:20:00+07:00,3.757001,cpu_usage
2025-11-01 19:30:00+07:00,3.578921,cpu_usage
2025-11-01 19:40:00+07:00,3.745016,cpu_usage
2025-11-01 19:50:00+07:00,3.640622,cpu_usage
2025-11-01 20:00:00+07:00,3.579103,cpu_usage
2025-11-01 20:10:00+07:00,3.343632,cpu_usage
2025-11-01 20:20:00+07:00,3.509546,cpu_usage
2025-11-01 20:30:00+07:00,3.164026,cpu_usage
