date,data,cols
2025-11-01 00:00:00+07:00,20.89408547542022,cpu_usage
2025-11-01 00:10:00+07:00,19.787493382114302,cpu_usage
2025-11-01 00:20:00+07:00,21.238575692763845,cpu_usage
2025-11-01 00:30:00+07:00,22.850553417254467,cpu_usage
2025-11-01 00:40:00+07:00,19.72398118037585,cpu_usage
2025-11-01 00:50:00+07:00,19.760360615496147,cpu_usage
2025-11-01 01:00:00+07:00,23.060730469769524,cpu_usage
2025-11-01 01:10:00+07:00,21.635858636172443,cpu_usage
2025-11-01 01:20:00+07:00,19.44573748672011,cpu_usage
2025-11-01 01:30:00+07:00,21.303699332016155,cpu_usage
2025-11-01 01:40:00+07:00,19.529221972511767,cpu_usage
2025-11-01 01:50:00+07:00,19.561323603332347,cpu_usage
2025-11-01 02:00:00+07:00,20.871411444268794,cpu_usage
2025-11-01 02:10:00+07:00,17.02819404871695,cpu_usage
2025-11-01 02:20:00+07:00,17.403440545862114,cpu_usage
2025-11-01 02:30:00+07:00,19.532342353665143,cpu_usage
2025-11-01 02:40:00+07:00,18.757502344657084,cpu_usage
2025-11-01 02:50:00+07:00,21.182351295879787,cpu_usage
2025-11-01 03:00:00+07:00,19.018337867776033,cpu_usage
2025-11-01 03:10:00+07:00,18.14667510966725,cpu_usage
2025-11-01 03:20:00+07:00,23.362993679458143,cpu_usage
2025-11-01 03:30:00+07:00,20.3543943278738,cpu_usage
2025-11-01 03:40:00+07:00,20.918267957638392,cpu_usage
2025-11-01 03:50:00+07:00,18.268053820775293,cpu_usage
2025-11-01 04:00:00+07:00,19.888550966321155,cpu_usage
2025-11-01 04:10:00+07:00,21.10389389796835,cpu_usage
2025-11-01 04:20:00+07:00,18.868190320872344,cpu_usage
2025-11-01 04:30:00+07:00,21.651930983446317,cpu_usage
2025-11-01 04:40:00+07:00,19.930169076574913,cpu_usage
2025-11-01 04:50:00+07:00,20.521860628713153,cpu_usage
2025-11-01 05:00:00+07:00,19.99937274507373,cpu_usage
2025-11-01 05:10:00+07:00,24.452023376638007,cpu_usage
2025-11-01 05:20:00+07:00,21.129046489005145,cpu_usage
2025-11-01 05:30:00+07:00,19.284819648016597,cpu_usage
2025-11-01 05:40:00+07:00,22.704575095363737,cpu_usage
2025-11-01 05:50:00+07:00,19.061705856480252,cpu_usage
2025-11-01 06:00:00+07:00,21.67034244569482,cpu_usage
2025-11-01 06:10:00+07:00,17.802076814892732,cpu_usage
2025-11-01 06:20:00+07:00,18.97377287112843,cpu_usage
2025-11-01 06:30:00+07:00,21.753810509927554,cpu_usage
2025-11-01 06:40:00+07:00,22.763578611209482,cpu_usage
2025-11-01 06:50:00+07:00,21.777604265457843,cpu_usage
2025-11-01 07:00:00+07:00,21.295699311980496,cpu_usage
2025-11-01 07:10:00+07:00,20.996524860781733,cpu_usage
2025-11-01 07:20:00+07:00,18.91173582128824,cpu_usage
2025-11-01 07:30:00+07:00,20.311836489741527,cpu_usage
2025-11-01 07:40:00+07:00,20.81280188347688,cpu_usage
2025-11-01 07:50:00+07:00,23.57908041035617,cpu_usage
2025-11-01 08:00:00+07:00,22.328993366699596,cpu_usage
2025-11-01 08:10:00+07:00,18.5711377079383,cpu_usage
2025-11-01 08:20:00+07:00,22.361998368649594,cpu_usage
2025-11-01 08:30:00+07:00,21.119442248286358,cpu_usage
2025-11-01 08:40:00+07:00,20.627977979026017,cpu_usage
2025-11-01 08:50:00+07:00,22.981204432444965,cpu_usage
2025-11-01 09:00:00+07:00,23.76963630673069,cpu_usage
2025-11-01 09:10:00+07:00,23.623690174707274,cpu_usage
2025-11-01 09:20:00+07:00,20.47024017787028,cpu_usage
2025-11-01 09:30:00+07:00,21.45759039823524,cpu_usage
2025-11-01 09:40:00+07:00,22.64368123806953,cpu_usage
2025-11-01 09:50:00+07:00,23.836514350412607,cpu_usage
2025-11-01 10:00:00+07:00,29.251035474119384,cpu_usage
2025-11-01 10:10:00+07:00,29.812267098643844,cpu_usage
2025-11-01 10:20:00+07:00,28.187840890641535,cpu_usage
2025-11-01 10:30:00+07:00,28.05874720561207,cpu_usage
2025-11-01 10:40:00+07:00,31.70702386343885,cpu_usage
2025-11-01 10:50:00+07:00,32.718148935163825,cpu_usage
2025-11-01 11:00:00+07:00,30.1796176955849,cpu_usage
